Title,Text
Tanzania yafafanua kanuni ya ushirikiano na vyombo vya nje,"TCRA yasema haijakataza matangazo kuendelea ila vyombo vya ndani vipate vibali ndani ya muda wa siku saba kuendelea kurusha matangazo ya vyombo vya kimataifa 

Katika ufafanuzi iliotoa Jumatano kuhusu sheria yake ya ushirikiano wa vyombo vya habari vya ndani ya Tanzania na vile vya nje Mamlaka ya Mawasiliano Tanzania (TCRA) imesema vyombo vya Tanzania vinaweza kuendelea kurusha matangazo ya nje wakati vinatafuta vibali katika muda wa siku saba. 
 Akizungumza na vyombo va habari mjini Dar es Salaam, msemaji wa TRCA alisema ""...Sisi hatujakataza mikataba iliyokuwa inaendelea kutumika isitumike. Tunaomba vyombo vyote, kuwapa taarifa kwamba muwasilishe maombi yenu na mikataba hiyo inayoendelea kwa (TCRA) katika kipindi cha siku saba, lakini endeleeni kutangaza ili kuhakikisha kwamba ile mikataba yenu iliyokuwepo inaendelea kutekelezeka. Lakini ndani ya hizo siku saba muwe mmeleta hiyo mikataba (TCRA) ili kupata vibali kwa ajili ya kuendelea na kazi hizo."" 
 Ufafanuzi huo umekuja baada ya taharuki iliyotokea kuanzia mwanzoni mwa wiki, TCRA ilipotangaza ongezeko la kipengele katika sheria ya mwaka 2018 iliyofanyiwa marekebisho 2020 kutaka vyombo vya ndani vipate vibali ili kurusha matangazo ya vyombo vya kimataifa. 
 Sheria hiyo ilikosolewa ndani na nje ya Tanzania kwamba ina lengo la kuzuia upatikanaji wa matangazo ya vyombo vya nje kama vile VOA, BBC na DW hasa wakati huu ambapo Tanzania inaelekea katika uchaguzi mkuu mwezi Oktoba. 
 Baadhi ya televisheni na radio zilisimamisha mara moja urushaji wa matangazo ya vyombo vya nje na badala yake kuanza mara moja utaratibu wa kupata kibali kutoka TCRA. Lakini ripoti kutoka ndani ya Tanzania zinasema baadhi ya stesheni zinaendelea kurusha matangazo hayo. 
 Ufafanuzi wa TRCA Jumatano hata hivyo haujaweka bayana siku hizo saba zinaisha lini, na endapo stesheni imeshindwa kupata kibali inaweza kuomba kuongezewa muda au italazimika kusimamisha matangazo ya vyombo vya nje. 
 Mamlaka hiyo imesema kuwa hatua hiyo imechukuliwa ili kusimamia maudhui ya nje yanayorushwa mbashara nchini Tanzania na kwamba huo ni utaratibu wenye lengo la kuleta ufanisi katika usimamizi wa matangazo. 
 Hata hivyo wakosoaji wanasema hatua hiyo inaonekana kuwa nyingine katika mlolongo wa sheria tangu mwaka 2018 zinazolenga kudhibiti upatikanaji wa habari nchini Tanzania. 
 Hivi karibuni Radio Free Africa yenye makao yake makuu Mwanza ilitakiwa kufika mbele ya TCRA kujieleza kwanini isichukuliwe hatua za kisheria kwa kukiuka kanuni za utangazaji kufuatia mahojiano iliyorusha wakati wa kipindi cha BBC Swahili baina ya BBC na kiongozi wa upinzani Tundu Lissu wa chama cha CHADEMA."
Tanzania : Mchimbaji Laizer awa bilionea baada ya kubahatika kupata Tanzanite mbili kubwa,"Mchimbaji mmoja mdogo wa madini katika machimbo ya Tanzanite huko Arusha, Tanzania amefanikiwa kupata Tanzanite mbili kubwa zenye uzito wa kilo tisa na tano mtawalia. 

Mchimbaji huyo Saniniu Laizer ambaye ni kijana wa kimasai ambaye anatokea katika jamii ya wafugaji ameishukuru serikali kwa kuchukua hatua za haraka na kuyanunua madini hayo.  
 Serikali ya Tanzania imeyanunua madini hayo kwa kumfanya Laizer kuwa ni miongoni mwa mabilionea wachache nchini humo. Madini hayo yana thamani ya zaidi ya shilingi bilioni saba. 
 Serikali imesema kupitia kwa waziri wa madini, Dotto Biteko kuwa azma ya kununua madini hayo kutoka kwa Laizer ni kuibua ari wananchi wa kawaida kuongeza bidii ya uchimbaji madini na pia kufuata sheria sambamba na kulipa kodi.  
 Kiongozi wa chama cha wachimbaji madini, Sam Mollel ameiomba serkali kuendelea kuwapa nafasi wachimbaji wadogo nchini Tanzania ili wajiajiri wenyewe na pia kuwa na fursa ya kujipatia kipato.  
 Waziri Biteko amesema ukuta uliojengwa na serikali ya Tanzania katika migodi ya madini ya Tanzanite nchini humo kwa lengo la kudhibiti utoroshaji wa rasimali hiyo umeanza kuwanufaisha wachimbaji wadogo wa madini hayo ambayo hupatikana nchini Tanzania pekee."
Zimbabwe yashutumiwa kukiuka haki za binadamu,"Vikundi vya haki za binadamu nchini Zimbabwe vinasema serikali imekuwa ikikiuka haki za kimsingi za watu tangu kuanza kwa ugonjwa wa COVID-19. Vikundi hivyo viliwasilisha uchunguzi wao katika mkutano wa njia ya mtandao na maafisa katika mji mkuu Alhamisi. 
 Katika mkutano huo, vikundi vya haki viliwasilisha ripoti wanayoiita Athari za COVID-19 juu ya Haki za Kijamii na Kiuchumi. Ripoti hiyo inaelezea jinsi serikali ya Zimbabwe ilivyokiuka haki za binadamu tangu kufungwa kwa shughuli za kiuchumi kutokana na COVID-19 kuanzia Machi 2020. 
 Calvin Fambirai, mkurugenzi mtendaji wa Chama cha Madaktari wa Haki za Binadamu wa Zimbabwe, alikuwa mmoja wa wasemaji. Anasema janga la COVID-19 liliangazia pengo la huduma ya matibabu kati ya wenye nacho na wasio nacho nchini humo. 
 Mara kadhaa, madaktari na wauguzi wa Zimbabwe wamegoma, wakidai vifaa vya kutosha vya kinga na mishahara bora wakati wa janga la corona. 
 Naome Chakanya, mtafiti katika Taasisi ya Utafiti wa Kazi na Maendeleo ya Uchumi ya Zimbabwe, alisema serikali lazima iongeze mishahara ya wafanyakazi wake wote ili kuwahamasisha 
 Serikali ilitangaza kufilisika kila wafanyakazi wake walipoomba kuangaliwa upya kwa mishahara yao. Watumishi wa serikali nchini Zimbabwe hupata chini ya dola 200 kwa mwezi. Mishahara ya wafanyakazi iliongezeka hadi angalau dola 500 kwa mwezi kupita kiwango cha umaskini. 
 Siku ya Alhamisi pia, Sibongile Mauye wa Tume ya Jinsia Zimbabwe alisema visa vya mimba za utotoni vimeongezeka kwa sababu watoto hawaendi shule na wanabaki majumbani mwao. 
 Vikundi vya haki nchini Zimbabwe hapo awali vilishutumu serikali kwa kutumia vizuizi vya COVID-19 kukandamiza haki za raia. 
 Wanaharakati kadhaa walikamatwa kwa mashtaka ya kupuuza kanuni za kubaki majumbani baada ya kuandamana dhidi ya serikali kushindwa kuwasaidia wale walioathiriwa na vikwazo. 
 Erick Mukutiri, katibu wa Tume ya Haki za Binadamu ya Zimbabwe, alisema shirika lake linajua malalamiko yaliyotolewa na vikundi vya haki wakati wa kufungwa kwa shughuli za kiuchumi. 
 Mukutiri aliahidi kutochukua hatua yeyote Alhamisi, akisema tume hiyo inafuatilia hali hiyo. 
 Zimbabwe ina kesi 38,191 zilizothibitishwa na vifo 1,565, kulingana na Chuo Kikuu cha Johns Hopkins, kinachofuatilia maambukizi ulimwenguni."
Shehena ya kwanza ya chanjo za COVID-19 yawasili Ghana,"Ghana imepokea shehena ya kwanza wa chanjo za COVID-19 kupitia mpango wa kugawa chanjo wa Shirika la Afya Duniani -WHO. 

Ndege iliyobeba dozi 600,000 za chanjo za AstraZeneca kutoka Chuo Kikuu cha Oxford ziliwasili leo Jumatano katika mji mkuu, Accra. 
 Kulingana na taarifa ya pamoja kutoka WHO na UNICEF, Shirika la Umoja wa Mataifa la Mfuko wa Dharura kwa Watoto chanjo hizo zilitengenezwa na Taasisi ya Serum ya India, mtengenezaji mkubwa wa chanjo duniani. 
 Chanjo zilizopelekwa Ghana zilinunuliwa kupitia Kituo cha Upatikanaji wa Chanjo cha COVID-19, au COVAX, mradi uliozinduliwa na WHO kwa kushirikiana na Coalition for Epidemic Preparedness Innovations na Gavi, The Vaccine Alliance. 
 Shirika hili lilianzishwa na wahisani Bill na Melinda Gates kuwapatia chanjo watoto katika nchi masikini zaidi duniani. 
 Mradi huo unanunua chanjo kwa msaada wa nchi tajiri na kuzisambaza kwa usawa kwa nchi zote. Rais wa Marekani Joe Biden aliahidi dola bilioni 4 kwa mradi huo wa COVAX wiki iliyopita."
Waziri wa Fedha awasilisha bajeti ya serikali ya awamu ya sita,"Waziri wa Fedha na Mipango Mwigulu Nchemba amewasilisha bajeti ya kwanza ya serikali ya awamu ya sita bungeni. 

Bajeti hiyo iliyosomwa jijini Dodoma, Alhamisi imeomba kiasi cha shilingi trilioni 36.3 ziidhinishwe kwa ajili ya matumizi ya kawaida na ya maendeleo ya serikali. 
 Bajeti kuu ya serikali kwa mwaka 2021/22 imetanguliwa uwasilishaji wake na hali ya uchumi wa taifa kwa mwaka unaomalizika na Mpango wa Taifa wa maendeleo wa Mwaka ujao 2021/2022. 
 Akiwasilisha bajeti hiyo Dkt Nchemba amebainisha kwamba katika makadirio ya bajeti hii ya zaidi ya shilingi trilioni 36.3, matumizi ya kawaida ni takribani shilingi trilioni 23 wakati matumizi ya mendeleo ni takribani shilingi trilioni 13.3 
 Serikali pia katika bajeti hii imesema itaendelea kuimarisha makusanyo ya kodi hata hivyo ikiondoa kodi ambazo zinaonekana ni kero 
 Katika kuondoa kero kwa wananchi hasa wa kipato cha chini serikali katika bajeti hii ya 2021/22 imependekeza kupunguza adhabu ya makosa ya barabarani kwa waendesha bajaji na pikipiki kutoka shilingi elfu 30 kwa kosa moja hadi shilingi 10,000 kwa kosa. 
 Aidha serikali imependekeza kuanza kutolewa kwa posho ya kila mwezi kwa madiwani na kulipwa moja kwa moja kwenye akaunti zao huku pia maafisa tarafa ikipendekezwa kulipwa shilingi laki moja kwa mwezi na watendaji wa kata shilingi laki moja pia kwa mwezi. 
 Kwa mujibu wa Waziri wa Fedha na Mpiango bajeti ya mwaka wa fedha 2021/22 pia inatoa kipaumbele katika maandalizi ya sensa ya watu na makazi ya mwaka 2022, inayotarajiwa kugharimu kiasi cha shilingi bilioni 328.2."
China yaahidi Magufuli ushirikiano wa dhati kwa ajili ya maendeleo,"Rais wa China Xi Jinping amesema kwamba China ipo tayari kushirikiana na Tanzania katika mfumo mpana wa ushirikiano baina ya nchi hizo katika juhudi za maendeleo.  

Xi amesema kwamba ushirikiano wa jadi kati ya China na Tanzania uliundwa na kujengwa na kizazi cha zamani, na kwamba China inajivunia ushirikiano wake na Tanzania kwa malengo ya maendeleo ya mda mrefu. 
 Amesema kwamba China itabaki kuwa rafiki mkubwa wa Tanzania hata iwapo mazingira ya uhusiano wa kimataifa na kiukanda utabadilika na kwamba China inaunga mkono sera ya Tanzania ya kutekeleza miradi yake ya maendeleo kwa kuzingatia hali yake ya kitaifa. 
 Xi amesisitiza kwamba China ipo tayari kushirikiana na Tanzania kwa njia mbalimbali ikiwemo kisiasa akiongezea kwamba China inasaidia taasisi zinazoekeza nchini Tanzania katika sekta za ujenzi, kilimo, viwanda miongoni mwa zingine. 
 Licha ya uhusiano wa miaka zaidi ya 50 baina ya Tanzania na China, awamu ya kwanza ya Rais Magufuli haikuonekana ikitilia mkazo historia ya ushirikiano wa nchi hizo. 
 Katika mazungumzo yao Xi alimpongeza pia rais John Magufuli kufuatia ushindi wake katika uchaguzi mkuu wa mwezi Oktoba. 
 Imetayarishwa na Kennes Bwire, VOA, Washington DC"
Baraza la Kijeshi Mali kutangaza serikali ya mpito karibuni,"Baadhi ya vyama vya siasa vya Mali vimelaani mapinduzi ya kijeshi yaliofanyika mapema wiki hii na kutaka kuundwa kwa haraka utawala wa mpito wa kiraia. 

Lakini viongozi wa vyama vya upinzani na vuguvugu la kutaka mageuzi nchini humo la M5-RFP wanaunga mkono msimamo wa Baraza la Kijeshi CNSP, na kupongeza mapinduzi hayo, huku wakiitaka Jumuia ya uchumi ya Afrika Magharibi, ECOWAS, kutoingilia kati masuala ya ndani ya nchi yao.  
 Wakati huo huo ECOWAS imetangaza kwamba inapeleka ujumbe viongozi mjini Bamako ili kuwataka wanajeshi kurudisha mara moja utawala wa kikatiba na kiraia na kumuachilia huru Rais Ibrahimi Boubacar Keita na maafisa wa serikali yake.  
 Baraza jipya la utawala wa kijeshi nchini Mali CNSP linapinga uingiliaji kati wa nchi za kigeni katika masuala ya ndani ya nchi hiyo na limetangaza Alhamisi kwamba litaunda serikali ya mpito hivi karibuni baada ya kukutana na viongozi wa vyama vyote vya kisiasa na asasi za kiraia.  
 Mwenyekiti wa kamati ya utendaji ya M5-RFP Choguel Maiga amewaonya wale walioiwekea nchi yake vikwazo kwamba wanakiuka makubaliano ya kimataifa.  
 Choguel Maiga, mwenyekiti wa kamati ya utendaji ya M5-RFP: ""Ikiwa rais wa zamani Ibrahim Boubacar Keita alitangaza kujiuzulu na kuivunja serikali na bunge na jumuia ya kimataifa imeshuhudia, tunajiuliza inawahusu nini ECOWAS kuingilia kati."" 
 Matamshi hayo yametolewa baada ya Viongozi wa ECOWAS kukutana kwa kikao cha dharura Alhamisi kupitia mtandao na kuamua kwamba wanapeleka ujumbe wa viongozi wa juu . Rais wa Niger Mahamadou Issoufu ambae ni mwenyekiti wa ECOWAS hivi sasa, anasema wakati wa mapinduzi umekwisha.  
 Mahamadou Issoufou, Rais wa Niger, Mwenyekiti wa ECOWAS: ""Kwa hivyo tutaanza majadiliano na viongozi wa baraza la kijeshi ili kuwasilisha ujumbe wa jumuiya yetu na kuwafahamisha kwamba muda wa kuchukua madaraka kwa nguvu umekwisha.""  
   
 Viongozi wa ECOWAS wametoa wito wa kuachiliwa kwa Rais Keita na maafisa wake na kurudishwa madarakani mara moja kulingana na katiba ya Mali.  
 Msimamo huo unaungwa mkono na vyama kadhaa vya kisiasa nchini Mali ambavyo vinasema vinalaani mapinduzi lakini hivi sasa yamefanyika hivyo inabidi mazungumzo kuanza ili kuunda utawala wa mpito kuelekea uchaguzi mpya."
Makamu rais wa Marekani aondolewa bungeni baada ya waandamanaji kuvamia majengo ya bunge,"Polisi wa jengo la bunge wameamrisha kufungwa kwa jengo lote, wakieleza sababu za kuwepo na kitisho kikubwa, pale maelfu ya waandamanaji wafuasi wa Rais Trump, kuvamia jengo hilo Jumatano jioni kulalamika dhidi ya utaratibu wa kuidhinisha ushindi wa Joe Biden.  

Baraza la Senate lililazimika kuahirisha kikao chake wakati kilipokua kinaendelea na utaratibu wa kuidhinsha kura za wajumbe wa uchaguzi kwa ajili ya Biden. 
 Makamu rais Mike Pence, aliyekua anaongoza kikao hicho aliondolewa mara moja na walinzi wa usalama wa rais kupitia njia ya chini kwa chini za jengo la bunge. 
 Picha za video zinazosamba kwenye mitandao ya kijamii na vyombo vya habari vya Marekani, zinaonesha wafuasi wa Trump wakivuka kwa nguvu uzio wa polisi nje ya jengo la Bunge kuingia ndani na wengine wakizunguka kwnye uwanja wa jengo hilo. 
 Utaratibu wa kuidhinisha matokeo ya uchaguzi wa rais kawaida ni sherehe ya inayofanyika ndani ya bunge kama hatua ya mwisho ya kuidhinisha rasmi matokeo ya Wajumbe wa Uchaguzi walompatia ushindi Biden hapo Disemba 14, lakini utaratibu huo ulipingwa na wabunge wa chache wa chama cha Republican. 
 Meya wa Washington Muriel Bowser ametangaza amri ya kutotoka nje kuanzia saa kumi na mbili Jumatano jioni."
Rais Farmajo asaini sheria ya kujiongezea muda madarakani,"Rais wa Somalia Mohamed Abdullahi Mohamed ametia saini sheria iliyoibua utata, inayoongeza mamlaka yake kwa miaka mingine miwili, licha ya vitisho vya vikwazo kutoka kwa jumuiya ya kimataifa.  

Shirika la taifa la utangazaji nchini humo limeripoti kuwa Rais huyo, maarufu kama Farmajo, ""alikuwa amesaini mswaada maalum, wa kutoa mwongozo wa uchaguzi nchini humo, baada ya kupitishwa kwa kauli moja na bunge."" 
 Baraza la wawakilishi la Somalia Jumatatu lilipiga kura ya kuongeza muda wa rais baada ya miezi kadhaa ya makubaliano juu ya kufanyika kwa uchaguzi katika taifa hilo. 
 Hata hivyo, spika wa Seneti alishutumu hatua hiyo kuwa ni kinyume na katiba, na azimio hilo halikuwasilishwa mbele ya baraza kuu, ambalo kwa kawaida linahitajika, kabla ya kutiwa saini kuwa sheria. 
 Farmajo na viongozi wa serikali tano za majimbo ya Somalia, walikuwa wamefikia makubaliano mwezi Septemba mwaka jana, kuhusu jinsi ya kufanyika kwa uchaguzi wa moja kwa moja wa bunge na urais mwishoni mwa 2020 na mapema 2021. 
 Lakini makubaliano hayo yalisambaratika wakati mabishano yalipozuka, na duru nyingi za mazungumzo zimeshindwa kusuluhisha mgogoro huo."
Ethiopia yaripotiwa kufunga mitandao ya kijamii,"Ethiopia imezuia mitandao ya kijamii Facebook, Whatsapp na Instagram, taasisi inayofuatilia matumizi ya mitandao ya kijamii, Netblocks imesema Jumatatu. 

Mkurugenzi wa Netblocks Alp Toker ameliambiia shirika la habari la Reuters kwamba mitandao hiyo ya kijamii imezuiliwa katika maeneo sita nchini Ethiopia. 
 Mitandao ya kijamii kama Twitter, Youtube, Snapchat, LinkedIn na Reddit bado inafanya kazi, Toker amesema. 
 Wanaotumia mitandao ya kijamii wenye huduma za VPN wanaweza kufanya kazi licha ya mitandao hiyo kuzuiliwa, Toker ameongeza. 
 Jumamosi, tume ya uchaguzi nchini Ethiopia ilisema uchaguzi wa bunge uliokuwa umepangwa kufanyika tarehe 5 Juni umeahirishwa hadi tarehe nyingine ambayo haijatangazwa kutokana na changamoto za kiufundi. 
 Huduma ya internet ilizuiliwa miaka ya nyuma wakati wa mizozo ya kisiasa, huduma hiyo ilifungwa mwaka 2020 katika jimbo la kaskazini la Tigray baada ya jeshi la Ethiopia kuanzisha mashambulizi dhidi ya wapiganaji wa TPLF baada ya ngome zake kushambuliwa."
Wananchi wa Iraq waandamana kuwakumbuka Soleimani na al-Mohandes,"Maelfu ya wananchi wa Iraq walikusanyika katika uwanja wa Tahrir Square ulioko katikati ya mji wa Baghdad Jumapili kuadhimisha mwaka mmoja tangu mauaji ya watu wawili yaliyofanywa na shambulizi la anga la Marekani, mmoja ni jenerali wa ngazi ya juu wa Iran na kiongozi wa kikundi cha wanamgambo wenye nguvu wa dhehebu la Shia. 

Shambulizi la mwaka 2020 la Marekani lililofanywa kwa kutumia ndege zisizo kuwa na rubani karibu na uwanja wa ndege wa Baghdad lilimuua Meja Jenerali Qasem Soleimani, kamanda wa Kikosi Maalum cha Quds cha Jamhuri ya Kiislamu ya Iran (IRGC) na Abu Mahdi al-Mohandes, naibu kiongozi wa wanamgambo wa kikundi cha Hashd al-Shaabi cha Iraq, pamoja na wanamgambo washirika wengine kadhaa wa Iran.  
 Wengi kati ya waandamanaji walikuwa wamebeba mabango ya picha za Soleimani na al-Mohandes huku wengine wakidai kufukuzwa kwa vikosi vya Marekani nchini Iraq. 
 Maelfu ya waombolezaji waliandamana katika barabara kuu inayoelekea uwanja wa ndege wa Baghdad jioni ya Januari 2 kuwaenzi Soleimani na al-Mohandes na wengine 10 waliouliwa katika shambulizi la Marekani. 
 Sehemu ya shambulizi hilo la Marekani kwa kutumia ndege isiyokuwa na rubani imegeuzwa kuwa uwanja mtakatifu uliotengwa kwa kuwekwa kamba nyekundu, kumewekwa picha ya Soleimani na al-Muhandis katikati, huku waombolezaji wakiwasha mishumaa. 
 Mauaji ya Soleimani yalizua hofu juu ya kutokea mgogoro wa kijeshi kati ya Marekani na Iran. 
 Mivutano kati ya Washington na Tehran imeongezeka tangu Rais wa Marekani Donald Trump alipojitoa katika mkataba wa nyuklia wa Iran mwaka 2018 na kurejesha vikwazo vikali vya uchumi kwa Iran. 
 Wakati Soleimani alipouliwa, Trump aliposti ujumbe wa Twitter kuwa Wairan walikuwa “wamewaua au kuwajeruhi vibaya sana maelfu ya Wamarekani kwa kipindi kirefu na walikuwa wanapanga kuuwa zaidi.” 
 Iran ilijibu mauaji hayo ya viongozi hao wawili kwa kurusha makombora katika kambi za kijeshi nchini Iraq yenye vikosi vya Marekani. 
 Hatua za usalama zimeimarishwa nchini Iraq na vikosi vya usalama vimepelekwa kwa idadi kubwa. Wizara ya Mambo ya Ndani imesema Januari 2 kuwa mpango maalum ulikuwa umeandaliwa kuwalinda waandamanaji. 
 Hatua za usalama pia ziliongezwa katika maeneo yaliyo karibu na eneo la Green Zone mjini Baghdad, ambalo lina ofisi za balozi za nje na ofisi za serikali. 
 Kwa wiki kadhaa, maafisa wa Marekani wanahisi kuwa Iran au washirika wanamgambo wangeweza kufanya mashambulizi ya kulipiza kisasi katika maadhimisho ya mwaka mmoja tangu kuuwawa kwa Soleimani Januari 3. 
 Januari 2, Waziri wa Mambo ya Nje wa Iran Mohammad Javad Zarif alimsihi Trump kutoingia katika “mtegoni” kwa kutumia kile kinachodaiwa kuwa ni mpango wa Israeli wa kuchochea vita kwa kushambulia vikosi vya Marekani nchini Iraq. 
 “Habari mpya za kijasusi kutoka Iraq zinaonyesha kuwa mamluki wa Israeli wanapanga njama za mashambulizi dhidi ya Marekani – na kumfanya Trump ambaye yuko njiani kumalizika muda wake wa uongozi kuamini uongo utakao halalisha kitendo cha kuanzisha vita,” amesema Zarif katika ujumbe wa Twitter. 
 Siku moja baadae, afisa wa Israeli aliluuza madai kuwa nchi yake ilikuwa inajaribu kuirubuni Marekani kuanzisha vita dhidi ya Iran na kusema ni “upuuzi.” 
 Ni Israeli ndiyo inatakiwa kuchukua tahadhari kwa uwezekano wa mashambulizi ya wairan katika maadhimisho yam waka mmoja tangu Soleimani kuuwawa, Waziri wa Nishati Yuval Steinitz amesema katika radio ya umma ya Kan Januari 3."
China kutoa chanjo za Covid-19 Africa,"China Alhamisi imesema kuwa inatoa chanjo za Covid-19 kwa karibu mataifa 40 ya kiafrika ikieleza hatua hiyo kuwa ya kibinadamu wakati baadhi wakiona kana kwamba ni mwendelezo wa kile kinatajwa kuwa diplomasia kupitia utoaji wa chanjo. 

Kwa mujibu wa shirika la habari la AP, waziri wa mambo ya kigeni wa China Wu Peng, ameambia wanahabari kwamba china imetoa misaada ya kuuza chanjo hizo kwa bei nafuu kwa mataifa hayo. 
 China imesema kuwa imechukua msimamo tofauti na baadhi ya mataifa yaliosema kuwa yangetoa chanjo kwa mataifa mengine baada ya kukamilisha kutoa chanjo kwa watu wake ikionekana kulenga Marekani. 
 Licha ya Marekani kulaumiwa na baadhi ya mataifa kwa kutopeleka chanjo kwa mataifa mengine, Rais Joe Biden Jumatatu ameahidi kutoa dozi milioni 20 katika muda wa wiki sita zijazo na kufikisha jumla ya chanjo zilizotolewa na Marekani kufikia sasa kuwa milioni 80. 
 Hata hivyo haijafafanuliwa ni mataifa yapi yatakayopokea chanjo hizo. Dozi hizo zinatarajiwa kutoka kwa makampuni ya kutengeneza dawa ya Marekani kama vile Pfizer, Moderna na Johnson & Johnson. 
 Mtayarishaji- Harrison Kamau"
Israeli yakamilisha matayarisho ya uchaguzi wa Jumanne,"Maafisa wa uchaguzi wa Israel wajitayarisha kwa uchaguzi muhimu wa nne wa bunge katika kipindi cha miaka minne Jumanne. 

Kesho itakuwa ni sku ya mapumziko pale wapiga kura mlioni 6.5 walojiandikisha watakapo kwenda kupiga kura kwenye vituo elfu 12 127, vilivyowekwa ndani ya shule za nchi hiyo. 
 Kwa mara nyingine Waziri Mkuu Benjamin Netanyahu aliyeko madarakani kwa miaka 12 anagobania tena nafasi yake akiwa anakabliwa na mashtaka ya uhalifu.  
 Netanyahu, ambae ni Waziri Mkuu wa kwanza kufunguliwa mashtaka ya uhalifu akiwa madarakani anatarajiwa kushinda, lakini hatoweza kupata viti 61 vinavyohitajika kuunda serikali kulingana na uchunguzi wa maoni. Uchaguzi huu unakabiliwa na ushindani mkubwa kutokana na kujitokeza vyama vipya vya mrengo wa kulia. 
 Hivyo kuwepo uwezekano wa mvutano wa kutoweza kuunda serikali baada ya uchaguzi wa tano mfululizo, ikiwa ni historia katika nchi hiyo. 
 Nchini Israel wapiga kura huchagua vyama na wala si wagombea mmoja mmoja na chama cha Waziri Mkuu cha Likud cha tazamiwa kupata ushindi."
Wananchi wapiga kura Jamhuri ya Afrika ya Kati wakipuuza vitisho vya waasi,"Wapiga kura nchini Jamhuri ya Afrika ya Kati wanapiga kura katika uchaguzi wa rais na wabunge Jumapili kama ilivyopangwa, wakipuuza vitisho vya ghasia vilivyotolewa na waasi. 

Katika mji mkuu, Bangui mkazi wa mjini humo, Desire Ngaibona anasema : “Kwa kweli nimefurahi (kupiga kura) na nawataka raia, hata wale ambao bado wako majumbani, kujitokeza kupiga kura kwa wingi ili ifikapo kesho, amani irejee nchini mwetu.” 
 Mahakama ya Katiba imekataa ombi la upinzani Jumapili kuchelewesha uchaguzi huo. 
 Uchaguzi wa taifa wa Jamhuri ya Afrika ya Kati unafanyika wakati serikali, washirika wa kimataifa na walinda amani wa Umoja wa Mataifa wameshirikiana kuzuia shambulizi lolote la waasi. 
 Rais Faustin Archange Touadera, ambaye anagombea awamu nyingine, anaonekana kuwa ndiye mgombea anayetakiwa kati ya wagombea wengine 17. 
 Touadera na wafuasi wake wamemshutumu kiongozi wa zamani, Francois Bozize, kwa kuwa upande wa waasi na kushawishi ghasia zinazolenga kuipindua serikali, shutuma ambazo Bozize amekanusha. 
 Hata hivyo, AFP imeripoti kuwa Jumapili Bozize aliwasihi watu kutopiga kura katika uchaguzi wa Jumapili. 
 Umoja wa Mataifa umemuwekea vikwazo Bozize na hivyo amezuiliwa kugombea katika kinyang’anyiro cha uchaguzi huu."
Jengo la kihistoria Bait al-Ajaaib laanguka Zanzibar,"Jengo la ghorofa linalo fahamika kama House of Wonders (Bait al- Ajaib) lililopo Stone Town, Zanzibar limeanguka Ijumaa huku baadhi ya watu walio kuwemo wakidaiwa kufukiwa na kifusi cha jengo hilo.  

Jengo hilo linalo tazamana na Bustani ya Forodhani ni jengo kubwa na refu zaidi katika eneo la Stone Town na ni miongoni mwa majengo ya zamani yaliyo jengwa mwaka 1883 na baadaye kufanyiwa ukarabati miaka ya karibuni.  
 Taarifa kutoka katika eneo la ajali hiyo zinasema kuwa wafanya kazi wanne wamefunikwa na kifusi wakati juhudi za uokoaji zikiendelea.  
 Rais wa Zanzibar Hussein Mwinyi alifika katika eneo la tukio ambapo alipewa taarifa juu ya juhudi za uokoaji zinazo endelea katika jengo hilo la kihistoria.  
 Vyanzo vya habari vinaeleza kuwa jengo hilo ambalo liko pembezoni mwa Bahari ya Hindi katika Barabara ya Mizingani, limejengwa kati ya makumbusho ya kale ya Zanzibar ambalo pia limekuwa kielelezo kikubwa cha historia na tamaduni za watu wa Zanzibar na kukua kwa lugha ya Kiswahili.  
 House of Wonders lilikuwa miongoni mwa majengo sita ya Ikulu na makazi ya zamani ya Sultan wa pili wa Zanzibar, Barghash bin Said, enzi za ukoloni na biashara, katika karne ya 17.  
 House of Wonders kwa sasa lilikuwa limefungwa kutumika kutokana na sehemu kubwa ya jengo hilo kupasuka na kuharibika na kuanguka roshani yake mwaka 2012 kisha kuanguka paa la jengo hilo mwaka 2015. 
 Na hivyo kuharibu muundo, uimara na muonekano wa jengo hiloambapo makumbusho yake yalilazimika kuhamishiwa eneo jingine.  
 Kulingana na Global TV Online Kamanda wa Polisi Mkoa wa Mjini, Magharibi, Alhaji Awadhi, hakuweza kupatikana kuzungumzia tukio hilo. Msaidizi wake amesisitiza ni mamanda pekee anayeweza kuzungumziasuala hilo."
