ID_FILE	CATEGORY	SENTENCE_NO	SENTENCE
SET1/1595018282-308	SOCIAL ISSUES	1	  Escom in free-for-all fuel scam  Wait gets longer  Secrecy over party funders Malo anu amenewa? Amenewa ndi malo anga komanso mkulu wanga amene ndikugwira naye ntchitoyi.
SET1/1595018282-308	SOCIAL ISSUES	2	 Mudatsegula liti malo ano? Alick kuonetsa chipembere chomwe adasema Adatsegulidwa mu 2012, koma ndidayamba kusema ziboliboli mu 1998. Nthawiyo ndimagwira ntchitoyi ndikukhala ku Mua kenaka ndimapangira kunyumba kwanga. Mu 2012 ndi pamene timatsekula malo ano.
SET1/1595018282-308	SOCIAL ISSUES	3	 Mumasema chiyani? Timasema mtundu ulionse wa zinyama omwe munthu akufuna, chifaniziro cha munthu, mayi Maliya, chifaniziro cha anthu a mtundu wa Chingoni, galimoto ndi zina zambiri zomwe sindingakwanitse kuzitchula zonse.
SET1/1595018282-308	SOCIAL ISSUES	4	 Mukugwiritsa ntchito mtengo wanji? Pali mitengo yambiri yomwe anthu amagwiritsa ntchito koma ife timakonda mtengo wa mtumbu.
SET1/1595018282-308	SOCIAL ISSUES	5	 Mumagwiritsira zida ziti popanga katunduyu? Mukakadula mtengowo, mumayenera kuyamba kusema ndi sompho, chikwanjenso chimafunika, tchizulo, sandpaper, polish ndi zida zina ndi zina kuti chomwe tikusemacho chioneke bwino.
SET1/1595018282-308	SOCIAL ISSUES	6	 Ndaona chifaniziro cha nyama ya chipembere, zimatenga masiku angati kuti mupange? Nanga mumagulitsa bwanji? Pakutha pa sabata ziwiri timakhala tamaliza kupanga chipembere. Chimenechi chikugulitsidwa K15 000. Chifaniziro cha mayi wa mtundu wa Chingoni timagulitsa K20 000.
SET1/1595018357-322	SOCIAL ISSUES	0	 Khirisimasi ya Niko Nthawi ija yafikanso. Niko adali pa Wenela tsiku limenelo  Pa Wenela pasintha zedi  ANatchereza  Tidakumana ku sukulu ku Chiradzulu Abale anzanga, ndikuthokoza Mulungu amene wandilola kuti ndifike tsiku la lero! Komatu palibe munthu waimva kukoma Khirisimasi kukoma ngati Niko. Mwamuiwala uja ankathandiza gogo uja kuwerenga zaka zambirizo? Mwamuiwala Niko ankakhala kumbuyo kwa gogoyo makamaka tsiku lija adandipeza ndikulima kwathu kwa Kanduku? Tsonotu sindinena za Tomasi Akwino wanzeru zozana. Sindinganene za Niko yemwetu ngakhale Chichewa chake nchozama zedi.
SET1/1595018357-322	SOCIAL ISSUES	1	 Niko, mwaitha. Mwachoka kumpando wosunga zisinsi, mwafika kumpando woulula zinsinsi. Mukamva bwa? adafunsa Abiti Patuma.
SET1/1595018357-322	SOCIAL ISSUES	2	 Mwanaaaa! Nkuuze inetu ndili okondwa zedi. Mukakhala enanu mukadawerenga 1 mpaka 10 koma ine ndikuti penda, penda kuwiri, mwanangu, wansiira kansonjo, njonjonjo, mbiringo, njoli, sansamera, khumi lagwa, adayankha Niko.
SET1/1595018357-322	SOCIAL ISSUES	3	 Zinthutu zimasintha. Malisani, Malisani! Zoona Moya Pete nkumutaya Malisani? Ndazitaya ndekha. Chilungamo chidaphetsa msemamitondo, adatero Malisani atafika pamalo paja timakonda.
SET1/1595018357-322	SOCIAL ISSUES	4	 Gervazzio adaika nyimbo ya Fumbi Jazz Band: Mmene ntchito yanga yatha Mwayesa nkhani? Funani ina nkhani anzanga Sankhani ina, anzanga! Palibe icho ndidatola. Kodi si uyu Maliseni adasambwadza Lazalo Chatsika masiku apitawo? Kodi siyemweyu ankanena kuti Moya Pete akukumana ndi anthu ofunika? Kodi si yemweyo zidamutsamwa atanena kuti Moya Pete ali bwino chonsecho atabwera mwini wake adatiuza tonse pa Wenela kuti nyamakazi inamugwira ntchafu? Kodi Niko, izi adalankhula Chatsika mukuti nazo bwanji? Nanga enatu akuti akusankhani kuti muchititse nkhani youlula zinsinsi ikhale yovuta, mukutipo bwanji? adafunsa Abiti Patuma.
SET1/1595018357-322	SOCIAL ISSUES	5	 William the Conqueror, whose cause was favoured to by Moya Pete, requested quiet clearly stated sequentially created when Thomas Tatertoot took taut twine to tie ten twigs to two tall trees, adayankha Niko.
SET1/1595018357-322	SOCIAL ISSUES	6	 Sindidatolepo kanthu. Mwina chifukwa ndidali kulingalira ngati mkazi wanga wokondeka Nambe walandira kuponi.
SET1/1595018568-362	ECONOMY	0	 Kuthimathima kwa magetsi kwakhudzanso akumidzi Ndi Lolemba mmbandakucha wa pa 12 September, nthawi yangokwana kumene 4 koloko koma magetsi azima kale mboma la Mulanje. Chiyembekezo nchoti posakhalitsa ayaka.
SET1/1595018568-362	ECONOMY	1	 Gulu la alimi lopanga tsabola wa Zikometso Hot Chilli Sauce, maso akudikira kuti mwina magetsi ayaka nthawi iliyonse. Poyembekezera, asakaniza kale tsabola kuti magetsi akangoyaka ayambe kuphika mmakina awo.
SET1/1595018568-362	ECONOMY	2	  Chakwera akwanitse malonjezoHRDC  Masankhidwe a nduna autsa mapiri pa chigwa  Malonjezo ayamba kuoneka Akadadziwa akadaphika therere! Magetsi sadayake tsiku lonse. Pofika 7 koloko mmawa wa Lachiwiri, magetsi kuli chuu, zomwe zapangitsa kuti akataye zosakanizazo.
SET1/1595018568-362	ECONOMY	3	 Umu ndi momwe zikukhalia kwa anthu akumudzi amene sangakwanitse kupeza injini ya magetsi (generator).
SET1/1595018568-362	ECONOMY	4	 Makampani a alimi akulephera kuyendetsa malonda awo, zinthu zasokonekera chifukwa cha kuthimathima kwa magetsi, komwe kukulowa mwezi wachiwiri tsopano mdziko muno.
SET1/1595018568-362	ECONOMY	5	 Nalo bungwe lopanga ndi kugulitsa magetsi la Escom laneneratu kuti mavutowa anyanyira miyezi ikubwerayi chifukwa cha kuchepa kwa madzi omwe amapukusa makina opangira magetsi ku Nkula ndi ku Tedzani mumtsinje wa Shire.
SET1/1595018568-362	ECONOMY	6	 Monga akufotokozera wachiwiri kwa mkulu wa Zikometso, Amos Ambali, pasabata amapanga mabotolo a tsabola 2 100, koma pano akupanga osaposera 500.
SET1/1595018568-362	ECONOMY	7	 Timagwira ntchito Lolemba mpaka Lachisanu, koma masiku onsewa kukukhala kopanda magetsi. Mapeto ake tayamba kugwira usiku wokhawokha komanso Loweruka masana pamene magetsi akumayaka.
SET1/1595018568-362	ECONOMY	8	 Sizikupanganika, pena kukukhala kopanda magetsi tsiku lathunthu, zomwe zasokoneza bizinesi yathu. Kangapo konse tataya tsabola patatha masiku awiri popanda magetsi kupangitsa kuti tsabola wathu aonongeke, adatero Ambali.
SET1/1595018568-362	ECONOMY	9	 Nawo a Talimbika Agro-Processing and Marketing Cooperative Society, amene amapanga mafuta ophikira a Sunpower mboma la Salima, akuti magetsi akazima, amagulula makina awo ndi kuchotsa mpendadzuwa yense.
SET1/1595018568-362	ECONOMY	10	 Fanny Jodani ndi mmodzi mwa akuluakulu pa Talimbika ndipo akuti patha miyezi iwiri magetsi akuzimazima ndipo tsiku lililonse akumazima isadakwane 4 koloko nkumayaka 6 madzulo.
SET1/1595018568-362	ECONOMY	11	 Apapa tayamba kugwira ntchito usiku, komabe zikuvuta chifukwa pena kukumakhala kopanda magetsi. Magetsi akazima sitigwira ntchito ndipo timagulula makina athu, kuchotsa mpendadzuwawo, adatero.
SET1/1595018568-362	ECONOMY	12	 Talimbika imapanga malita 500 patsiku ngati magetsi akuyaka, koma pano tsiku likutha osapanga mafuta.
SET1/1595018568-362	ECONOMY	13	 Ali ndi antchito oposa 11 amene akufunika malipiro, kodi akumawalipira bwanji? Mkulu wa Talimbika, Pharison Chiwoko, akuti ili ndi vuto lalikulu.
SET1/1595018568-362	ECONOMY	14	 Magetsi akamayaka bwino, timapanga ndalama yoposa K3 miliyoni pamwezi. Mwezi unowo ngakhale K1 miliyoni sikwana. Timaononga K700 000 kuti tilipire antchito. Mutha kuona kuti mwezi uno ngati anthu alandire ndi mwayi, akutero Chiwoko.
SET1/1595018568-362	ECONOMY	15	 Nako ku Dowa zinthu sizili bwino. Watson Kamchiliko mkulu wa Madisi Agro-Processors Cooperatives, omwenso amapanga mafuta ophikira, wati pali mantha kuti angachotse antchito ena ngati sizisintha.
SET1/1595018568-362	ECONOMY	16	 Timapanga malita 2 000 patsiku. Lero zasintha, tikumapanga malita 2 000 pasabata, bizinesi yasokonekera. Tili ndi ogwira ntchito amene akulandira K150 000, kodi awa tingawalipirenso? adatero Kamchiliko.
SET1/1595018568-362	ECONOMY	17	 Nako kuchigayo kwasokonekera. Kamchiliko akuti anthu akugona kuchigayo kudikira kuti magetsi ayake pa boma la Dowa.
SET1/1595018568-362	ECONOMY	18	 Pena amayaka cha mma 10 koloko usiku, anthu amagona kuchigayo kuti akayaka agaitse, adatero.
SET1/1595018568-362	ECONOMY	19	 Kwa T/A Phambala mboma la Ntcheu, eni zigayo za dizilo apezerapo mwayi ndi kuzimazima kwa magetsi pamene akweza mtengo kuchoka pa K300 thini kufika pa K350.
SET1/1595018568-362	ECONOMY	20	 Koma uthenga kuchokera kubungwe la Escom sukupereka chiyembekezo kwa anthuwa.
SET1/1595018568-362	ECONOMY	21	 Mkulu wa bungweli, John Kandulu, akuti izi zikhala zikuchitika kuyambira mwezi uno mpaka December pamene mvula idzakhale itayamba.
SET1/1595018568-362	ECONOMY	22	 Kandulu akuti izi zili chonchi chifukwa mlingo wa madzi a mumtsinje wa Shire ndi wotsika ndipo kutsikaku kupitirira pokhapokha mvula itayamba.
SET1/1595018568-362	ECONOMY	23	 Chifukwa cha izi, tingokwanitsa kutapa 135 megawatts mmalo mwa 361 megawatts zomwe zichititse kuti magetsi akhale akuzimazima, adatero Kandulu.
SET1/1595018363-323	RELIGION	0	 Tidasala masiku 52 kuti Mulungu atiunikire Nthawi zambiri, anthu timatenga banja ngati sitepe pamoyo wathu basi koma tikalingalira momwe banja la mbusa komanso mlembi wa mkulu wa mpingo wa CCAP Reverend Vasco Kachipapa Banda ndi mkazi wake Madalitso Nyoli, mibadwo yobwerayi idzazindikira momwe banja la umulungu limakhalira.
SET1/1595018363-323	RELIGION	1	 Awiriwa akuti adakumana mu 1992 onse atasankhidwa kupita kusukulu ya sekondale ya Mitundu ndipo chikondi chawo chidayamba mu 1994 koma uku sikudali kuyamba kwa banja poti zambiri zidadutsapo.
SET1/1595018363-323	RELIGION	2	  Pa Wenela pasintha zedi  ANatchereza  Tidakumana ku sukulu ku Chiradzulu Rev. Kachipapa adati mizati itatu ndiyo idagwira ntchito kuti awiriwa atseguke mmaso kutidi adalengedwa kudzakhala limodzi ndi kutumikira Chauta ngati bambo ndi mayi komanso odyetsa ndikusamala nkhosa zake.
SET1/1595018363-323	RELIGION	3	 Kachipapa ndi Madalitso: Lero ndi banja Mzati woyamba, ineyo ndidadwala tikadali kusukulu mpaka ndidapita kunyumba. Nditapeza bwino nkubwerako, Madalitso adabwera kudzandizonda ndipo aka sikadali komaliza. Pamenepa ndidazindikira kuti ndi umunthu weniweni, adatero Kachipapa.
SET1/1595018363-323	RELIGION	4	 Iye adati chikondichi sichidasanduke mapeto azonse ayi koma chiyambi cha kudzifunsa ndi kupempha utsogoleri wa Mulungu.
SET1/1595018363-323	RELIGION	5	 Mchaka cha 1997, tonse awiri tidayamba mapemphero ndi kusala kwa masiku 52 (Loweruka lokhalokha) kupempha Mulungu kuti atiunikire ngatidi tidali oyenera kukwatirana. Ndi mzati wachiwiri ndipo mzati wachitatu udali nthawi yomwe ine ndimapanga maphunziro a zaubusa ku Zomba, mkazi wanga adali atayamba kale ntchito ndipo adandithandiza kupereka malowolo ake omwe, adatero Kachipapa.
SET1/1595018363-323	RELIGION	6	 Iye adati Chauta atavomereza zonse, ndondomeko zoyenera zidatsatidwa kufikira nthawi ya chinkhoswe mchaka cha 1998 ndipo kenako ukwati woyera ku Ntchisi CCAP.
SET1/1595018363-323	RELIGION	7	 Ndimakonda mkazi wanga kwambiri chifukwa cha mtima wake wabwino, amakonda kupemphera kwambiri ndipo simkazi wanga chabe koma mzanga muuzimu, adatero Kachipapa.
SET1/1595018363-323	RELIGION	8	 Nawo mayi a kunyumba akuti (Madalitso) akuti abusawa ndi bambo wabwino wokonda banja lawo ndi wodziwa kusamala.
SET1/1595018363-323	RELIGION	9	 Ndi bambo abwino kwambiri odziwa udindo wawo ndiokonda banja lawo komanso kusamala ana awo. Timapemphera limodzi, kuyenda limodzi, kudya limodzi mwachidule timapangira zinthu limodzi, adatero mayiwo.
SET1/1595018641-375	LAW/ORDER	0	 Apolisi akupitirirabe kuphwanya malamulo A polisi atatu agwidwa ndi kutsekeredwa mchitolokosi chawo chomwe mumzinda wa Zomba powaganizira kuti adathandizira mayi wina yemwe akuti adaba ndalama mdziko la South Africa kutuluka mchitolokosi.
SET1/1595018641-375	LAW/ORDER	1	  Chakwera akwanitse malonjezoHRDC  Masankhidwe a nduna autsa mapiri pa chigwa  Malonjezo ayamba kuoneka Apolisiwa ndi Sub Inspector Khudze, Sergeant Mbalame ndi Mankhwala omwe akuganiziridwa kuti adathandiza mayiyo yemwe akuti adaba ndalama zokwana pafupifupi K17 miliyoni kwa bwana wake mdzikolo.
SET1/1595018641-375	LAW/ORDER	2	 Izi zidachititsa apolisi a dzikolo kulumikizana ndi a dziko lino omwe mwaukadaulo wawo adamugwira mayiyo, koma ena mwa apolisi omwewo akuti adapezerapo mwayi wotakata ndipo anamutulutsa mwamseri.
SET1/1595018641-375	LAW/ORDER	3	 Ndipo ku Zomba konko wapolisi wina ,yemwe akungodziwika kuti Kalipinde, adamangidwanso poganiziridwa kuti adachita zakatangale.
SET1/1595018641-375	LAW/ORDER	4	 Izitu zachitika patangodutsa sabata imodzi wapolisi winanso, Constable Kamoto atatsekeredwa mchitolokosi cha polisi ya Soche mumzinda wa Blantyre pomuganizira kuti adasowetsa mfuti ataledzebwa pamalo ena omwera mowa.
SET1/1595018641-375	LAW/ORDER	5	 Pakadalipano apolisi akuti mfuti idasowayo idapezeka.
SET1/1595018641-375	LAW/ORDER	6	 Ngakhale izi zikuchitika, anthu mdziko muno amadalira apolisi pankhani yosungitsa lamulo komanso chitetezo.
SET1/1595018641-375	LAW/ORDER	7	 Kwa zaka zingapo tsopano, apolisi akhala akupezeka ndi milandu yosiyanasiyana, monga kulowetsa anthu omwe alibe ziphaso mdziko muno podzera njira zosavomerezeka, umbava ndi umbanda komanso kuzunza ena mwa anthu omwe amagwidwa akuyenda usiku.
SET1/1595018641-375	LAW/ORDER	8	 Ndipo nthawi yonseyi, boma komanso akuluakulu awo akhala akutsimikizira mtundu wa a malawi kuti izi zikhala mbiri yakale kaamba koti kagwilidwe ntchito ka apolisiwa kanaunikidwanso.
SET1/1595018641-375	LAW/ORDER	9	 Polankhulapo mneneri wa polisi mdziko muno James Kadadzera adavomereza kuti ena mwa apolisi akupitirizabe kuswa malamulo ndi kusasunga mwambo.
SET1/1595018641-375	LAW/ORDER	10	 Kadadzera adati koma akuluakulu a apolisiwa sakusekerera izi ndipo akulanga opezeka akuswa malamulowo pogwiritsa ntchito njira ziwiri.
SET1/1595018641-375	LAW/ORDER	11	 Iye adati ena akumalangidwa pogwiritsa ntchito njira zawo za polisi pomwe ena akumalangidwa pogwiritsa ntchito malamulo a dziko lino.
SET1/1595018641-375	LAW/ORDER	12	 Mwachitsanzo apolisi anayi omwe sindiwatchula maina awo, adatsekeredwa mumzinda wa Zomba titalandira dandaulo lakuti adakhudzidwa ndi zakatangale, ndipo alangidwa potengera malamulo a dziko lino, pomwe Kamoto akulangidwa pogwiritsa ntchito malamulo athu, adatero Kadadzera.
SET1/1595018641-375	LAW/ORDER	13	 Iye adakana kuyankhulapo mwatsatanetsatane za milandu ya anayiwa.
SET1/1595018641-375	LAW/ORDER	14	 Kadadzera ngakhale izi zili chomwechi, chiwerengero cha apolisi opezeka akupalamula chikuchepera.
SET1/1595018641-375	LAW/ORDER	15	 Koma musaiwale kuti ngakhale alipo apolisi omwe akugwira ntchito yawo molimbika ndi modzipereka, aliponso ena omwe akuswa malamulo. Choncho tili ndi nthambi yoyangana kagwiridwe ka ntchito mwaukadaulo ya Profession Standard Unit (PSU) yomwe ikulimbikitsa kusunga mwambo mupolisi, adatero Kadadzera.
SET1/1595018641-375	LAW/ORDER	16	 Ndipo nduna ya za mdziko Grace Chiumia adati atsirirapo bwino ndemanga pankhanizi akamva tsatanetsatane wa nkhani zomwe zidachitika ku Zombazi kuti akhale ndi umboni wonse.
SET1/1595018641-375	LAW/ORDER	17	 Sindidalandire lipoti lililonse lokhudza nkhani za ku Zombazi. Ndifufuze kaye kuti zidayenda bwanji, adatero Chiumia.
SET1/1595018641-375	LAW/ORDER	18	 Koma mkulu wa bungwe lopereka upangiri ndi thandizo pa maufulu a anthu la Centre for Human Rights, Education, Advice and Assistance(CHREAA), Victor Mhango, adati mchira wanyani udakhota pachiyambi pomwe ena mwa apolisiwa ankalembedwa ntchito.
SET1/1595018641-375	LAW/ORDER	19	 Mhango adati ambiri adalowa ntchitoyi chifukwa chodziwana ndi ena mwa andale ndipo alibe chidwi chenicheni chogwira ntchito yachitetezo koma kudzilemeretsa.
SET1/1595018641-375	LAW/ORDER	20	 Iye adati enanso mwa apolisiwa amaona ngati lamulo silingawakhudze ndipo akhoza kupalamula ngakhale kuzunza anthu umo angathere popanda kulandira zilango zamtundu uliwonse.
SET1/1595018641-375	LAW/ORDER	21	 Akavala yunifolomu ija ndi kutenga unyolo mmanja amaona ngati basi palibe angawakhudze, adatero Mhango.
SET1/1595018641-375	LAW/ORDER	22	 Iye adati nzamanyazi kuti ena mwa apolisiwa akumafika pamlingo wochita nawo za umbava ndi umbanda mmalo moteteza anthu.
SET1/1595018888-418	ECONOMY	0	 Agulitsa chimanga kudziko la tanzania Pomwe boma lili pakalikiriki kuitanitsa chimanga kuchokera kunja pofuna kupulumutsa Amalawi ku galu wakuda yemwe wadutsa madera ambiri mdziko muno kaamba ka kuchepa kwa mvula chaka chatha, zamveka kuti Amalawi ena agundika kugulitsa chimanga chawo kudziko la Tanzania.
SET1/1595018888-418	ECONOMY	1	  Pa Wenela pasintha zedi  ANatchereza  Tidakumana ku sukulu ku Chiradzulu Themba la Mathemba (Paramount Chief) Chikulamayembe ya mboma la Rumphi yauza Tamvani, kuti alimi ambiri mdera lake agulitsa chimanga chawo mozemba kumavenda ochokera mdziko la Tanzania mmalo mogulitsa kumisika ya Admarc.
SET1/1595018888-418	ECONOMY	2	 Iye adati izi zikuchitika ngakhale ena mwa anthu ake ali pachiopsezo chachikulu chokulukutika ndi njala.
SET1/1595018888-418	ECONOMY	3	 Chikulamayembe: Kulankhula ndiye tikulankhula koma ena samamva Chimanga chidachitako bwino pangono chigawo cha kumpoto,kuphatikizapo boma la Rumphi, koma makomo ambiri avutikabe ndi njala. Izi zili chomwechi chifukwa chimanga chambiri chalowa mdziko la Tanzania, adatero Chikulamayembe.
SET1/1595018888-418	ECONOMY	4	 Mfumuyi idati kumbali yake ikuyesetsa kuchititsa misonkhano kuuza anthu za kuipa kogulitsa chimanga kunja pomwe mdziko muno muli njala yadzaoneni.
SET1/1595018888-418	ECONOMY	5	 Ambiri akumvetsa, koma ena amakopekabe ndi mitengo yokwera yomwe mavenda akunjawa amapereka powagula poyerekeza ndi ya Admarc koma amaiwala kuti nthawi yanjala adzagulanso chimanga chomwecho kwa mavenda omwewo pamtengo wokwera kwambiri, adatero Chikulamayembe.
SET1/1595018888-418	ECONOMY	6	 Iye adapempha boma kuti lichitepo kanthu pokhwimitsa chitetezo mmalire a dziko lino ndi maiko oyandikana nawo kuti chimanga chosowachi chisamatuluke chisawawa.
SET1/1595018888-418	ECONOMY	7	 Pakalipano, boma la Malawi layambapo kuitanitsa chimanga kuchokera kumaiko ena monga ku Brazil, Ukraine, Mexico ndipo china chayamba kale kulowa mdziko muno kuchokera ku Zambia.
SET1/1595018888-418	ECONOMY	8	 Anthu oposa 6.5 miliyoni mdziko muno alibiretu chakudya moti akufunika thandizo mwachangu, malinga ndi lipoti la Malawi Vulnerability Assessment Committee (Mvac).
SET1/1595018888-418	ECONOMY	9	 Powunikira izi, ndondomeko ya zachuma ya dziko lino idaika padera ndalama zokwana K35 biliyoni zogulira chimanga mdziko muno komanso kumaiko akunja chokwana pafupifupi matani 1 miliyoni choti anthu adzadye njala ikafika posauzana.
SET1/1595018888-418	ECONOMY	10	 Chanda Kasolo, mmodzi mwa akuluakulu omwe ali mukomiti ya pulezidenti wa dziko la Zambia yoyanganira chimanga ndi zina zotere lotchedwa Presidential Multi-Agency Taskforce on Maize, Maize Products and Food Security, adatsimikiza kuti dziko lino lidaitanitsadi chimanga chopitirira matani 500 000, ndipo matani 150 000, adatumizidwa kale sabata zitatu zapitazo.
SET1/1595018888-418	ECONOMY	11	 Iye adati chimangachi chikugulidwa pamtengo wa pafupifupi $15 (MK11 250) pathumba la makilogalamu 50 lililonse.
SET1/1595018888-418	ECONOMY	12	 Koma pomwe ena ku Rumphi akugulitsa chimanga kwa mavenda a ku Tanzania, Lachinayi sabata yatha boma la Zambia lidalanda matani 90 a chimanga kudzanso matani 30 a ufa omwe ena amafuna kulowetsa mdziko muno mozembetsa. Mu April dzikolo lidagwiranso galimoto zikuluzikulu 28 zitanyamula chimanga chomwe amafuna kulowa nacho mdziko muno mosatsata ndondomeko.
SET1/1595018888-418	ECONOMY	13	 Kasolo adati Amalawi asabwekere chimanga cholowa mdziko muno mozembetsedwa chifukwa chikumagulitsidwa pamtengo wodula kwambiri.
SET1/1595018888-418	ECONOMY	14	 Akumachigula pamtengo wa K80 ya Zambia (yomwe ndi pafupifupi K5 678 ya Malawi) ndipo akuchigulitsa mokwera kwambiri kwa Amalawi mboma la Mchinji, adatero Kasolo.
SET1/1595018888-418	ECONOMY	15	 Iye adati boma la Zambialo ndi lokhumudwa ndi mchitidwewu chifukwa ukulowetsa pansi chuma cha maiko awiriwa.
SET1/1595018888-418	ECONOMY	16	 Pokambapo za mmene zilili mdziko muno, Symon Vuwa Kaunda, mmodzi wa alangizi a pulezidenti wa dziko lino, adauza atolankhani kuti chigawo chakumpoto, makamaka boma la Mzimba, kuli chimanga chambiri zedi chomwe bungwe logula ndi kugulitsa mbewu kwa alimi la Agriculture Development and Marketing Corporation (Admarc) silitha kugula chonse.
SET1/1595018888-418	ECONOMY	17	 Koma Kaunda adangoti kakasi, kukaninka kuyankha atamufunsidwa kuti nchifukwa chiyani boma likulimbana ndi chimanga chakunja pomwe likukanika kugula chimanga chamnanu chomwe iye akuti chilipo mboma la Mzimba.
SET1/1595018888-418	ECONOMY	18	 Ndipo zidali zamanyazi pomwe atolankhani adafika ku depoti ya Admarc mumzinda wa Mzuzu komwe adapezako matani 2 800 okha. Malowa amadzadza ndi matani 10 000.
SET1/1595018888-418	ECONOMY	19	 Kafukufuku wa Mvac adati boma la Mzimba ndi limodzi mwa maboma omwe akhudzidwe ndi njala mwa anthu 12 pa 100 alionse pomwe anthu 16 pa 100 alionse avutika ndi njala mboma la Rumphi.
SET1/1595018888-418	ECONOMY	20	 Koma mavuto aakulu ali mmaboma a Nsanje ndi Chikwawa komwe, malinga ndi lipoti la Mvac, pafupifupi anthu 90 pa 100 alionse alibiretu chakudya moti ngati slandira thandizo la chakudya msanga ambiri afa ndi njala.
SET1/1595018888-418	ECONOMY	21	 Maboma ena komwe galu wakuda wavuta kwambiri ndi Balaka, Blantyre, Zomba, Machinga, Mangochi ndi Thyolo mchigawo cha kummwera.
SET1/1595018888-418	ECONOMY	22	 Chokhumudwitsa kwambiri nchakuti mbewu zina monga chinangwa, mbatata ya kholowa ndi kachewere kudzanso mapira, zomwe anthu amapulumukirapo chimanga chikalephereka, nazonso sizidachite bwino kaamba ka chilala.
SET1/1595018400-331	EDUCATION	0	 Mzungu wolemba dikishonale ya Chichewa Dikishonale kapena kuti buku lotanthauzira mawu ndi imathandiza anthu kupeza matanthauzo a mawu omwe akuwavuta kuti amvetsetse zomwe nkhani ikukamba. Nthawi zina pamakhala dikishonale yotanthauzira mawu a chilankhulo china kupita mchilankhulo china. Mmodzi mwa anthu omwe dikishonale yotanthauzira Chichewa mChingerezi ndi mzungu wa ku Netherlands Steven Paas yemwe pano ali ndi zaka 74 zakubadwa ndipo wayenda ndi kuzungulira kwambiri pakati pa Achewa. STEVEN PEMBAMOYO adacheza naye motere:  Pa Wenela pasintha zedi  ANatchereza  Tidakumana ku sukulu ku Chiradzulu Paas: Ndinkavutika pophunzira Chichewa Ndiuzeni mbiri yanu.
SET1/1595018400-331	EDUCATION	1	 Dzina langa lonse ndi Steven Paas ndipo ndidabadwa mu 1942 kwathu ku Netherlands. Ndimagwira ntchito za Mulungu imene ndidadzapezekera ku Malawi kuno.
SET1/1595018400-331	EDUCATION	2	 Ndinu mzungu, ganizo lotanthauzira mawu a mChichewa lidabwera bwanji? Chidwi chophunzira Chichewa chidakula kwambiri mmbuyomu. Pophunzira chilankhulochi ndinkakumana ndi zokhoma chifukwa kudali kovuta kumvetsetsa mawu ena. Ichi chidali chipsinjo chachikulu zedi moti zidandipangitsa kuyamba kulemba mawu ndi matanthauzo ake ndikawamva koyamba.
SET1/1595018400-331	EDUCATION	3	 Mawuwa munkawamva kuti? Monga ndanena kale, munthune ndine mtumuki wa Mulungu ndiye ndimakumana ndi anthu osiyanasiyana omwe amakhala ndi mawu osiyanasiyana. Kupatula apo, ndimakonda kuyenda mmadera kufufuza zomwe anthu amachita ndiye zina mwa zomwe zili mbukhuli ndi zochitika mmadera makamaka ozungulira malo a Achewa omwe ndimacheza nawowo.
SET1/1595018400-331	EDUCATION	4	 Sipangalephere mavuto, mudakumanapo ndi mavuto otani? Monga mudziwa kuti nthawi zambiri anthu amakhala otchingira kwambiri makamaka pa zokhudza miyambo yawo kotero nthawi zina pofufuza, anthu ena amatha kuona ngati ndikuwafwala ndiye poteropo sizimayenda bwino mpakana ena omvetsetsa alowererepo ndi kundithandiza.
SET1/1595018400-331	EDUCATION	5	 Makamaka bukuli lidalembedwa motani? Ndimalemba liwu la Chichewa nkulitanthauzira kenakonso lomwelo nkulilemba mChingerezi nkulitanthauziranso kuti onse Achewa ndi Azungu apindule nalo komanso kwa ena, akhoza kuphunzira Chingerezi kapena Chichewa mosavuta poligwiritsa ntchito.
SET1/1595018400-331	EDUCATION	6	 Zidakukomerani bwanji kukhazikitsa bukhu lolumikiza zilankhulo ziwiri? Ndiyambira pa Malembo Oyera omwe amapezeka pa Genesesi 11 pomwe anthu adaganiza zomanga nsanja yokafika kumwamba ndipo Mulungu adawasokoneza ndi zilankhulo zosiyanasiyana kuti pulani yawo isatheke. Pamenepa pali phunziro lakuli ndipo nkofunika ndithu kuti anthu ngakhale ali a zilankhulo zosiyanasiyana, pakhale njira yoti azimvana mosavuta. Mukadzalimvetsetsa buku, mudzaona kuti mposavuta munthu kumvetsetsa nkhani mChichewa kapena mChingerezi poligwiritsa ntchito. Apa ndiye kuti anthu azilankhulo ziwirizi athandizika.
SET1/1595018786-400	POLITICS	0	 Msonda: Tsamba loyoyoka mu PP? Nthawi yomwe anthu akuchoka mchipani cha Peoples Party (PP) chitangogwa mboma, mneneri wa chipanichi, Ken Msonda, yemwe ali ndi lilime lakuthwa komanso amayankhula mokhadzula, amawayerekeza anzawowo ngati masamba ouma amenene akuyoyoka mmitengo nthawi ya chilimwe.
SET1/1595018786-400	POLITICS	1	 Lero zagwa pamphuno.
SET1/1595018786-400	POLITICS	2	  Chakwera akwanitse malonjezoHRDC  Masankhidwe a nduna autsa mapiri pa chigwa  Malonjezo ayamba kuoneka Wachoka mu PP: Msonda Kodi pano Msonda nditsamba louma limene lathothoka mchipani chakale cholamula kuti zichitire ubwino chipanichi? Wogwirizira utsogoleri wa PP, Uladi Mussa akuti Msonda, ngati wina aliyense, ali ndi ufulu wochoka mu chipanichi.
